marinsun,Oakland - Temescal,Just a 10 minute walk from the MacArther BART.,37.828262,-122.257576,"Thursdays,"
marinsun,Palo Alto,near Midtown Palo Alto,37.43619,-122.12241,"Thursdays, 2:30 PM  to 7:30 PM"
marinsun,Petaluma,English Street,38.228355,-122.649734,"Thursdays, 3:00 PM  to 7:00 PM"
marinsun,San Anselmo,near Red Hill Shopping Center,37.97556,-122.55979,"Thursdays, 2:00 PM  to 7:00 PM"
marinsun,Santa Clara,Near San Jose,37.33327,-121.99348,"Thursdays, 4:00 PM  to 8:00 PM"
marinsun,Santa Cruz,831 609 6095,37.0868,-122.08632,"Thursdays, 2:30 PM  to 7:30 PM"
marinsun,Santa Cruz - Scotts Valley,100 Tan Oak Dr,37.04146,-122.03851,"Thursdays, 3:00 PM  to 7:00 PM"
marinsun,Santa Monica,(310) 399-1517,34.017624,-118.484985,"Fridays, 10:00 AM  to 2:00 AM"
marinsun,Santa Rosa,,38.439983,-122.71032,"Thursdays, 3:30 PM  to 7:30 PM"
marinsun,SF - Forest Knolls / Inner Sunset,Forest Knolls,37.757763,-122.46069,"Thursdays, 5:00 PM  to 9:00 PM"
marinsun,SF - Glen Park,Glen Park,37.73473,-122.43054,"Thursdays, 4:30 PM  to 8:30 PM"
marinsun,SF - Mission,near 24th and Mission,37.75057,-122.41424,"Thursdays, 4:00 PM  to 8:00 PM"
marinsun,SF - Outer Sunset,One block west of Sunset Reservoir,37.751614,-122.48728,"Thursdays, 5:30 PM  to 9:00 PM"
marinsun,SF - Russian Hill / Leavenworth North,Leavenworth at Chestnut,37.80293,-122.41842,"Thursdays, 1:30 PM  to 7:30 PM"
marinsun,SF- SOMA,SoMa by the 8th & Bryant freeway on-ramp.,37.772144,-122.40801,"Fridays, 11:00 AM  to 3:30 PM"
marinsun,SF-3rd and Fulton,Inner Richmond,37.774532,-122.46027,"Thursdays, 4:00 PM  to 8:00 PM"
marinsun,SF-South East / Balboa Park,,37.09024,-95.71289,"Thursdays,"
marinsun,SF-Waller,near Duboce Park,37.771137,-122.43282,"Thursdays, 3:00 PM  to 7:30 PM"
marinsun,Walnut Creek,Off 680 near the Sugarloaf Open Space,37.88199,-122.03975,"Thursdays, 4:00 PM  to 8:00 PM"
marinsun,Woodside - Redwood City/Woodside,2 minutes off the 280 Exit for Canada Road,37.454754,-122.27511,"Thursdays, 1:30 PM  to 7:00 PM"
